origin,destination,700,715,730,745,800,815,830,845
1,1,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
1,2,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
1,3,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
2,1,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
2,2,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
2,3,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
3,1,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
3,2,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
3,3,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
